CaseId,WEIGHT,RND_01,PID1,PIDA,PIDB,PIDI,PartyID5,PartyID7,RANDOMO,DATE_Q2BEG,TIME_Q2BEG,Q2_INSERT,Q2,DATE_Q2END,TIME_Q2END,DATE_Q3BEG,TIME_Q3BEG,Q3_INSERT,Q3,DATE_Q3END,TIME_Q3END,TIME_Q4BEG,DATE_Q4BEG,Q4,DATE_Q4END,TIME_Q4END,Q5,Q6,Q7,RELIG,RELIG_OE,ATTEND,D3,D4,D5,IDEO,STARTDT,ENDDT,duration,SURV_MODE,Device,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC,EDUC4,MARITAL,EMPLOY,INCOME,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV
5755,0.370787188,0,3,,,3,3,4,6,20180330,32946,0,2,20180330,33056,20180330,32934,0,2,20180330,32946,32912,20180330,3,20180330,32934,3,3,4,14,Pagan/Wiccan,4,2,,,4,3/30/18 9:07,3/30/18 9:12,4,2,Desktop,2,28,1,2,1,9,2,1,7,6,MO,2,4,0,1,2,1,5,4,0,0,0,0,4
5758,0.034503175,1,2,,2,,5,6,3,20180329,67519,1,3,20180329,67536,20180329,67473,1,2,20180329,67496,67496,20180329,2,20180329,67519,2,2,3,2,,6,2,,,4,3/29/18 18:44,3/29/18 18:46,2,2,Desktop,1,65,4,6,4,11,3,1,2,14,FL,3,5,1,1,1,1,4,2,0,0,0,0,2
5761,0.715874131,0,1,2,,,1,2,4,20180401,42326,0,3,20180401,42332,20180401,42315,0,3,20180401,42325,42332,20180401,3,20180401,42339,3,3,3,11,,1,2,,,4,4/1/18 11:44,4/1/18 11:46,1,2,Desktop,2,48,3,4,1,11,3,1,1,13,KY,3,6,1,1,2,3,4,4,0,0,0,2,2
5764,0.349844914,1,3,,,2,4,5,5,20180330,52904,1,3,20180330,52920,20180330,52920,1,2,20180330,52938,52889,20180330,2,20180330,52904,4,4,3,12,,7,2,,,4,3/30/18 14:40,3/30/18 14:44,4,2,Smartphone,1,39,2,3,1,11,3,1,1,12,NC,3,5,1,1,1,5,4,1,0,0,0,0,1
5773,0.836003313,1,3,,,3,3,4,1,20180330,34547,1,2,20180330,34580,20180330,34580,1,2,20180330,34595,34595,20180330,1,20180330,34608,4,4,3,12,,3,2,,,4,3/30/18 9:34,3/30/18 9:40,6,2,Desktop,2,55,3,5,1,10,3,1,2,10,CO,4,8,1,1,1,1,3,2,0,0,0,0,2
5774,2.072563281,0,1,2,,,1,2,6,20180406,33282,0,3,20180406,33305,20180406,33248,0,3,20180406,33282,33223,20180406,3,20180406,33248,3,2,4,9,,1,1,3,,3,4/6/18 9:13,4/6/18 9:16,2,2,Smartphone,1,45,3,4,1,9,2,1,7,13,FL,3,5,1,1,1,1,2,4,0,0,0,1,3
5777,0.617477684,0,2,,2,,5,6,2,20180329,62254,0,4,20180329,63173,20180329,63253,0,5,20180329,63652,63173,20180329,5,20180329,63253,3,3,4,1,,5,2,,,4,3/29/18 17:13,3/29/18 17:41,27,2,Desktop,2,53,3,4,1,12,4,5,6,8,CO,4,8,1,1,1,1,4,1,0,0,0,0,1
5778,0.437766089,1,3,,,1,2,3,3,20180331,60848,1,4,20180331,60862,20180331,60777,1,4,20180331,60822,60822,20180331,4,20180331,60848,3,3,3,11,,3,2,,,4,3/31/18 16:52,3/31/18 16:55,2,2,Desktop,1,54,3,4,3,12,4,1,1,11,VA,3,5,1,1,1,1,1,3,0,0,0,0,1
5779,1.093261066,1,1,2,,,1,2,4,20180330,41031,1,3,20180330,41038,20180330,41016,1,3,20180330,41031,41038,20180330,4,20180330,41051,4,2,3,1,,7,2,,,4,3/30/18 11:23,3/30/18 11:24,1,2,Desktop,2,68,4,6,1,13,4,2,5,9,TN,3,6,0,1,1,1,4,1,0,0,0,0,1
5780,0.16591934,1,2,,2,,5,6,2,20180406,54714,1,3,20180406,54735,20180406,54750,1,3,20180406,54764,54735,20180406,2,20180406,54750,4,4,2,1,,7,3,,3,5,4/6/18 15:11,4/6/18 15:13,2,2,Desktop,1,40,2,3,1,11,3,1,1,13,MO,2,4,0,1,2,1,4,3,0,0,0,1,2
5784,0.886189429,0,2,,2,,5,6,2,20180330,25733,0,3,20180330,25750,20180330,25761,0,4,20180330,25782,25750,20180330,2,20180330,25761,2,3,2,1,,4,3,,2,6,3/30/18 7:08,3/30/18 7:10,2,2,Smartphone,1,46,3,4,1,13,4,1,1,17,PA,1,2,1,1,1,1,3,4,0,0,1,1,2
5786,0.40977147,1,2,,2,,5,6,1,20180401,59399,1,2,20180401,59414,20180401,59414,1,3,20180401,59435,59435,20180401,4,20180401,59452,2,2,2,2,,2,3,,2,6,4/1/18 16:29,4/1/18 16:31,1,2,Smartphone,2,19,1,1,4,9,2,5,7,10,NY,1,2,1,1,3,3,4,4,0,0,1,0,3
5787,1.860975009,1,3,,,2,4,5,5,20180405,52422,1,3,20180405,52423,20180405,52423,1,4,20180405,52425,52420,20180405,5,20180405,52422,4,3,3,2,,1,2,,,4,4/5/18 14:33,4/5/18 14:34,1,2,Smartphone,1,24,1,1,1,9,2,5,1,11,MA,1,1,1,1,2,3,4,2,0,0,0,0,2
5790,0.148025296,0,3,,,3,3,4,1,20180331,42209,0,3,20180331,42221,20180331,42221,0,2,20180331,42240,42240,20180331,4,20180331,42255,3,4,4,10,,2,3,,3,5,3/31/18 11:42,3/31/18 11:45,2,2,Smartphone,1,64,4,5,3,11,3,3,6,3,NV,4,8,1,0,2,3,4,2,0,1,0,0,1
5791,0.748500762,1,3,,,1,2,3,5,20180407,44322,1,3,20180407,44337,20180407,44337,1,4,20180407,44358,44303,20180407,3,20180407,44322,3,2,3,2,,7,2,,,4,4/7/18 12:17,4/7/18 12:20,2,2,Desktop,2,69,4,6,1,13,4,5,5,12,OH,2,3,1,1,1,1,3,2,0,0,0,0,2
5805,0.455693237,0,2,,2,,5,6,2,20180330,37088,0,2,20180330,37106,20180330,37117,0,1,20180330,37126,37106,20180330,2,20180330,37117,4,4,3,12,,1,3,,2,6,3/30/18 10:15,3/30/18 10:19,3,2,Smartphone,1,28,1,2,5,10,3,1,6,7,CA,4,9,1,1,2,1,4,3,0,0,1,0,2
5809,0.619011881,0,4,,,3,3,4,4,20180329,84715,0,2,20180329,84731,20180329,84680,0,3,20180329,84715,84731,20180329,2,20180329,84742,3,3,2,12,,1,2,,,4,3/29/18 23:30,3/29/18 23:33,2,2,Smartphone,2,35,2,3,6,11,3,3,1,8,TN,3,6,1,1,1,1,4,3,0,0,0,2,1
5811,0.728760066,0,3,,,1,2,3,2,20180329,75892,0,4,20180329,75910,20180329,75946,0,4,20180329,75920,75910,20180329,4,20180329,75946,2,2,4,2,,9,1,3,,3,3/29/18 21:03,3/29/18 21:07,4,2,Smartphone,1,69,4,6,4,13,4,5,2,6,OH,2,3,1,1,1,3,2,1,0,0,0,0,1
5815,2.699386679,1,2,,2,,5,6,5,20180331,57629,1,4,20180331,57664,20180331,57664,1,2,20180331,57759,57589,20180331,4,20180331,57629,3,4,3,12,,3,2,,,4,3/31/18 15:59,3/31/18 16:04,4,2,Smartphone,2,24,1,1,1,9,2,5,1,3,IN,2,3,1,1,1,1,4,3,0,0,0,1,2
5817,0.480911106,0,1,2,,,1,2,2,20180331,36629,0,4,20180331,36655,20180331,36680,0,4,20180331,36700,36655,20180331,3,20180331,36680,3,2,3,12,,1,2,,,4,3/31/18 10:09,3/31/18 10:12,2,2,Smartphone,2,70,4,6,1,10,3,1,5,10,IA,2,4,0,1,1,1,1,2,0,0,0,0,2
5820,0.143816187,1,1,2,,,1,2,3,20180403,28459,1,2,20180403,28468,20180403,28424,1,3,20180403,28439,28439,20180403,3,20180403,28459,4,4,3,9,,1,1,3,,3,4/3/18 7:53,4/3/18 7:55,1,2,Smartphone,1,42,2,3,1,10,3,5,1,8,AZ,4,8,1,1,2,1,4,2,0,0,0,0,2
5822,0.124750517,0,1,2,,,1,2,4,20180329,52063,0,2,20180329,52077,20180329,52042,0,3,20180329,52063,52077,20180329,2,20180329,52087,3,3,3,12,,1,2,,,4,3/29/18 14:26,3/29/18 14:28,2,2,Smartphone,2,37,2,3,1,10,3,6,1,8,WY,4,8,1,1,2,3,2,3,0,0,0,1,2
5823,1.910281293,0,1,2,,,1,2,4,20180329,66506,0,5,20180329,66512,20180329,66491,0,4,20180329,66506,66512,20180329,3,20180329,66521,3,3,3,12,,1,1,3,,3,3/29/18 18:27,3/29/18 18:29,1,2,Tablet,1,41,2,3,1,9,2,1,1,8,FL,3,5,1,1,2,2,2,2,0,0,0,0,2
5826,0.422007649,0,1,2,,,1,2,1,20180330,30992,0,3,20180330,30992,20180330,30992,0,4,20180330,31027,31027,20180330,3,20180330,31044,4,2,4,11,,1,2,,,4,3/30/18 8:28,3/30/18 8:38,9,2,Desktop,2,62,4,5,1,11,3,5,2,9,NY,1,2,0,1,2,3,3,1,0,0,0,0,1
5831,0.337725,0,1,2,,,1,2,6,20180329,67656,0,3,20180329,67668,20180329,67642,0,3,20180329,67656,67618,20180329,2,20180329,67642,3,3,3,12,,1,1,3,,3,3/29/18 18:46,3/29/18 18:48,2,2,Smartphone,2,67,4,6,1,9,2,2,1,7,NV,4,8,1,1,2,4,4,2,0,0,0,0,2
5834,1.146113936,1,1,2,,,1,2,2,20180401,71327,1,2,20180401,71337,20180401,71348,1,3,20180401,71357,71338,20180401,2,20180401,71348,2,3,3,1,,3,2,,,4,4/1/18 19:48,4/1/18 19:50,1,2,Smartphone,2,27,1,2,4,9,2,6,1,5,CA,4,9,1,0,1,3,4,6,0,0,0,0,6
5839,0.527193544,1,2,,2,,5,6,2,20180330,34280,1,4,20180330,34293,20180330,34301,1,1,20180330,34312,34293,20180330,5,20180330,34301,3,4,4,12,,8,3,,3,5,3/30/18 9:31,3/30/18 9:32,1,2,Desktop,1,42,2,3,4,10,3,2,2,5,CA,4,9,1,1,1,1,4,4,0,0,1,0,3
5842,1.096812897,1,1,1,,,1,1,1,20180406,45355,1,4,20180406,45371,20180406,45372,1,4,20180406,45383,45383,20180406,2,20180406,45401,4,2,5,2,,3,1,2,,2,4/6/18 12:35,4/6/18 12:37,1,2,Smartphone,2,47,3,4,1,12,4,1,1,10,MN,2,4,1,1,1,2,4,5,0,0,0,3,2
5846,2.705143385,1,2,,2,,5,6,4,20180408,69421,1,3,20180408,69446,20180408,69377,1,3,20180408,69421,69446,20180408,3,20180408,69475,3,3,2,2,,1,3,,3,5,4/8/18 19:15,4/8/18 19:19,3,2,Smartphone,2,51,3,4,1,8,1,3,1,5,NJ,1,2,1,1,2,3,4,5,0,0,0,0,5
5854,0.066032357,1,4,,,3,3,4,6,20180330,38565,1,4,20180330,38610,20180330,38489,1,4,20180330,38565,38426,20180330,3,20180330,38489,3,3,3,1,,2,3,,3,5,3/30/18 10:39,3/30/18 10:45,5,2,Smartphone,1,55,3,5,4,12,4,1,1,14,NY,1,2,1,1,2,3,4,5,0,1,1,1,2
5858,0.30594491,1,3,,,1,2,3,6,20180402,74617,1,3,20180402,74624,20180402,74608,1,3,20180402,74617,74597,20180402,2,20180402,74608,3,3,3,12,,4,2,,,4,4/2/18 20:43,4/2/18 20:44,1,2,Desktop,1,39,2,3,1,11,3,1,1,10,MI,2,3,1,1,2,1,3,3,0,0,1,0,2
5863,0.196995956,0,2,,1,,5,7,2,20180330,36681,0,3,20180330,36690,20180330,36701,0,3,20180330,36715,36690,20180330,2,20180330,36701,3,3,3,12,,7,3,,2,6,3/30/18 10:11,3/30/18 10:12,1,2,Desktop,2,45,3,4,1,10,3,1,2,9,IA,2,4,1,1,1,1,1,6,0,0,1,3,2
5864,0.815020135,1,1,2,,,1,2,3,20180330,41338,1,2,20180330,41383,20180330,41288,1,2,20180330,41323,41323,20180330,2,20180330,41338,3,4,3,3,,5,1,3,,3,3/30/18 11:27,3/30/18 11:31,3,2,Smartphone,1,36,2,3,1,10,3,1,7,10,CA,4,9,1,1,1,1,4,5,0,0,1,1,2
5868,0.281502398,0,2,,1,,5,7,2,20180329,69046,0,4,20180329,69058,20180329,69065,0,4,20180329,69075,69058,20180329,3,20180329,69065,3,3,3,1,,4,3,,2,6,3/29/18 19:09,3/29/18 19:12,2,2,Smartphone,2,31,2,2,1,11,3,1,1,10,NE,2,4,1,1,1,1,4,4,1,1,0,0,2
5872,1.544581842,1,3,,,2,4,5,1,20180329,78265,1,3,20180329,78271,20180329,78271,1,3,20180329,78273,78273,20180329,3,20180329,78275,3,4,1,11,,1,2,,,4,3/29/18 21:44,3/29/18 21:45,0,2,Smartphone,2,21,1,1,1,10,3,5,1,4,CT,1,1,0,0,1,1,4,3,0,0,0,0,2
5873,1.631542067,0,3,,,3,3,4,2,20180331,65035,0,2,20180331,65045,20180331,65056,0,2,20180331,65063,65045,20180331,3,20180331,65056,3,4,2,12,,2,2,,,4,3/30/18 22:21,3/31/18 18:05,1183,2,Desktop,1,27,1,2,1,10,3,5,1,6,NY,1,2,1,1,1,3,4,1,0,0,0,0,1
5880,0.560948274,0,1,2,,,1,2,2,20180405,63811,0,3,20180405,63821,20180405,63833,0,3,20180405,63844,63821,20180405,3,20180405,63833,2,2,3,2,,2,1,3,,3,4/5/18 17:42,4/5/18 17:44,2,2,Desktop,1,19,1,1,4,10,3,5,4,4,CA,4,9,1,1,2,1,4,4,0,0,0,1,3
5882,0.589611754,1,2,,2,,5,6,1,20180330,51320,1,4,20180330,51339,20180330,51339,1,3,20180330,51352,51352,20180330,2,20180330,51363,3,4,2,1,,8,2,,,4,3/30/18 14:14,3/30/18 14:17,2,2,Smartphone,2,36,2,3,1,13,4,1,7,12,CT,1,1,1,1,1,1,4,5,0,2,1,0,2
5883,0.247279562,0,2,,2,,5,6,5,20180330,26819,0,3,20180330,26853,20180330,26853,0,3,20180330,26866,26786,20180330,1,20180330,26819,2,3,3,2,,3,2,,,4,3/30/18 7:26,3/30/18 7:28,2,2,Desktop,1,57,3,5,4,11,3,5,1,9,NJ,1,2,1,1,1,2,3,3,0,0,0,1,2
5886,0.452535257,0,2,,2,,5,6,2,20180329,79021,0,3,20180329,79034,20180329,79049,0,2,20180329,79085,79034,20180329,3,20180329,79049,4,4,3,1,,9,3,,3,5,3/29/18 21:56,3/29/18 21:59,2,2,Smartphone,2,27,1,2,1,11,3,1,1,10,OH,2,3,0,1,1,1,4,3,0,1,0,0,2
5890,0.094773074,0,1,1,,,1,1,2,20180330,75746,0,4,20180330,75770,20180330,75803,0,4,20180330,75837,75770,20180330,3,20180330,75803,3,1,4,9,,1,1,2,,2,3/30/18 21:00,3/30/18 21:05,4,2,Smartphone,1,52,3,4,4,11,3,5,1,13,IL,2,3,1,0,1,3,4,1,0,0,0,0,1
5891,0.852803278,0,1,2,,,1,2,1,20180406,78284,0,4,20180406,78321,20180406,78322,0,98,20180406,78324,78324,20180406,4,20180406,78410,3,2,4,1,,8,2,,,4,4/6/18 21:44,4/6/18 21:53,9,2,Desktop,2,74,4,6,2,9,2,1,1,9,TX,3,7,1,1,1,1,2,2,0,0,0,0,2
5892,0.471904463,0,3,,,3,3,4,4,20180331,1891,0,4,20180331,1903,20180331,1871,0,1,20180331,1891,1903,20180331,2,20180331,1920,4,4,5,2,,4,3,,3,5,3/31/18 0:31,3/31/18 0:33,1,2,Smartphone,2,37,2,3,4,11,3,1,1,8,CA,4,9,1,0,2,1,4,6,0,1,2,1,2
5896,0.451717046,1,1,2,,,1,2,1,20180329,63496,1,2,20180329,63511,20180329,63511,1,3,20180329,63530,63530,20180329,3,20180329,63540,3,3,3,1,,1,2,,,4,3/29/18 17:37,3/29/18 17:39,2,2,Smartphone,2,45,3,4,1,14,4,5,1,9,CO,4,8,1,1,1,1,4,1,0,0,0,0,1
5902,2.543996146,0,4,,,3,3,4,4,20180403,82708,0,3,20180403,82721,20180403,82653,0,3,20180403,82708,82721,20180403,3,20180403,82729,3,3,2,1,,6,2,,,4,4/2/18 9:33,4/3/18 22:59,2246,2,Smartphone,2,27,1,2,2,10,3,5,1,13,TX,3,7,0,1,1,4,2,6,0,0,1,2,6
5903,4.387999201,1,1,2,,,1,2,2,20180407,37568,1,2,20180407,37568,20180407,37568,1,3,20180407,37639,37568,20180407,2,20180407,37568,3,98,3,7,,1,2,,,4,3/30/18 15:40,4/7/18 10:28,11207,2,Tablet,2,74,4,6,6,12,4,3,5,16,WA,4,9,1,1,1,2,1,1,0,0,0,0,1
5905,0.278021453,1,4,,,1,2,3,6,20180405,71060,1,2,20180405,71071,20180405,71044,1,2,20180405,71059,71024,20180405,3,20180405,71044,3,2,3,1,,2,98,,,-1,4/5/18 19:43,4/5/18 19:45,2,2,Desktop,2,67,4,6,1,10,3,3,1,12,OR,4,9,1,1,1,1,1,1,0,0,0,0,1
5908,0.794808747,1,4,,,3,3,4,6,20180329,78010,1,4,20180329,78024,20180329,77986,1,3,20180329,78010,77962,20180329,2,20180329,77986,4,2,2,11,,1,2,,,4,3/29/18 21:38,3/29/18 21:41,2,2,Desktop,2,54,3,4,1,12,4,1,6,13,NY,1,2,1,1,1,1,4,5,0,0,0,1,4
5910,2.066166285,1,2,,2,,5,6,6,20180407,25616,1,3,20180407,25619,20180407,25609,1,3,20180407,25616,25598,20180407,3,20180407,25609,3,4,3,1,,2,2,,,4,4/7/18 7:06,4/7/18 7:09,3,2,Smartphone,2,36,2,3,1,13,4,3,1,14,NJ,1,2,1,1,2,3,2,1,0,0,0,0,1
5914,1.201611228,0,3,,,2,4,5,2,20180401,40784,0,3,20180401,40806,20180401,40821,0,3,20180401,40839,40806,20180401,3,20180401,40820,3,3,3,1,,1,2,,,4,4/1/18 11:19,4/1/18 11:21,2,2,Desktop,1,65,4,6,1,10,3,1,1,11,FL,3,5,1,1,1,1,4,2,0,0,0,0,2
5915,0.655355955,1,3,,,1,2,3,4,20180329,74069,1,3,20180329,74078,20180329,74056,1,4,20180329,74069,74078,20180329,3,20180329,74090,4,3,3,10,,1,1,2,,2,3/29/18 20:34,3/29/18 20:35,1,2,Smartphone,1,40,2,3,5,13,4,1,1,10,MI,2,3,1,1,2,1,4,6,0,2,2,3,2
5920,0.79475109,0,3,,,1,2,3,2,20180331,62094,0,3,20180331,62115,20180331,62126,0,2,20180331,62141,62115,20180331,1,20180331,62126,4,2,4,1,,8,3,,2,6,3/31/18 17:14,3/31/18 17:16,2,2,Desktop,2,55,3,5,1,10,3,3,6,2,AL,3,6,1,1,1,1,4,5,0,0,1,2,2
5923,0.3686332,1,1,2,,,1,2,6,20180329,77076,1,3,20180329,77085,20180329,77065,1,3,20180329,77076,77057,20180329,3,20180329,77065,3,3,2,2,,8,3,,2,6,3/29/18 21:23,3/29/18 21:25,1,2,Smartphone,2,59,3,5,1,10,3,1,6,7,NC,3,5,1,1,2,2,4,2,0,0,0,0,2
5927,2.682669421,0,1,2,,,1,2,6,20180403,40126,0,4,20180403,40137,20180403,40120,0,3,20180403,40126,40120,20180403,2,20180403,40120,3,2,1,12,,4,2,,,4,4/3/18 11:04,4/3/18 11:09,4,2,Desktop,2,27,1,2,5,12,4,5,1,3,MA,1,1,1,1,1,3,4,2,0,1,0,0,1
5928,1.547042097,1,3,,,1,2,3,3,20180329,62714,1,2,20180329,62724,20180329,62667,1,4,20180329,62687,62687,20180329,5,20180329,62714,4,3,4,12,,6,1,2,,2,3/29/18 17:24,3/29/18 17:26,2,2,Smartphone,2,49,3,4,1,11,3,3,1,11,WA,4,9,1,1,2,2,4,2,0,0,0,0,2
5930,1.2596645,0,3,,,1,2,3,2,20180331,52037,0,3,20180331,52074,20180331,52096,0,3,20180331,52122,52074,20180331,3,20180331,52096,2,2,3,1,,3,2,,,4,3/31/18 14:26,3/31/18 14:30,3,2,Desktop,1,80,4,7,1,12,4,1,5,18,CA,4,9,1,1,1,1,3,2,0,0,0,0,2
5931,0.295136359,0,2,,2,,5,6,5,20180405,81781,0,4,20180405,81814,20180405,81814,0,4,20180405,81829,81759,20180405,3,20180405,81781,4,4,4,12,,1,3,,3,5,4/5/18 22:42,4/5/18 22:44,2,2,Desktop,1,72,4,6,1,10,3,1,6,4,KS,2,4,1,1,1,1,3,2,0,0,0,0,2
5933,1.499780932,1,1,1,,,1,1,3,20180329,76116,1,4,20180329,76231,20180329,76040,1,4,20180329,76087,76087,20180329,2,20180329,76116,3,2,4,12,,1,1,3,,3,3/29/18 21:06,3/29/18 21:12,6,2,Desktop,1,42,2,3,2,10,3,5,1,7,IN,2,3,1,1,1,1,2,1,0,0,0,0,1
5935,0.341630338,0,3,,,2,4,5,1,20180329,69657,0,2,20180329,69682,20180329,69682,0,4,20180329,69713,69713,20180329,2,20180329,69748,3,3,4,2,,8,3,,2,6,3/29/18 19:20,3/29/18 19:24,3,2,Desktop,1,81,4,7,1,10,3,1,5,11,WV,3,5,1,1,1,1,3,2,0,0,0,0,2
5938,0.716248614,1,1,1,,,1,1,3,20180329,59398,1,2,20180329,59459,20180329,59382,1,4,20180329,59420,59420,20180329,4,20180329,59398,4,2,3,1,,1,1,3,,3,3/29/18 16:29,3/29/18 16:31,2,2,Smartphone,2,67,4,6,1,13,4,5,5,12,CA,4,9,1,1,1,1,2,1,0,0,0,0,1
5943,0.647123995,1,2,,2,,5,6,1,20180401,64812,1,4,20180401,64825,20180401,64825,1,4,20180401,64835,64835,20180401,3,20180401,64847,3,4,4,12,,7,3,,3,5,4/1/18 17:59,4/1/18 18:01,1,2,Desktop,2,48,3,4,1,10,3,1,1,9,MI,2,3,1,1,1,1,1,2,0,0,0,0,2
5944,0.936922973,0,4,,,1,2,3,5,20180329,69840,0,4,20180329,69950,20180329,69951,0,3,20180329,69928,69807,20180329,3,20180329,69840,3,2,2,1,,8,3,,3,5,3/29/18 19:22,3/29/18 19:26,3,2,Desktop,2,33,2,2,2,14,4,1,1,13,MI,2,3,1,1,2,3,4,4,0,1,1,0,2
5945,0.593782131,1,1,2,,,1,2,4,20180406,40334,1,2,20180406,40348,20180406,40289,1,4,20180406,40334,40348,20180406,4,20180406,40367,2,3,3,2,,7,2,,,4,4/6/18 11:11,4/6/18 11:13,2,2,Desktop,2,63,4,5,1,14,4,5,1,14,MN,2,4,1,1,1,1,2,1,0,0,0,0,1
5946,1.39407966,0,3,,,2,4,5,3,20180329,76115,0,3,20180329,76119,20180329,76057,0,3,20180329,76071,76071,20180329,3,20180329,76115,4,4,3,1,,9,2,,,4,3/29/18 21:07,3/29/18 21:09,1,2,Smartphone,1,31,2,2,1,12,4,1,1,9,MI,2,3,0,1,1,1,4,6,0,3,1,0,2
5948,1.067884649,0,1,1,,,1,1,5,20180330,78172,0,4,20180330,78194,20180330,78194,0,2,20180330,78264,78133,20180330,4,20180330,78172,3,2,4,11,,1,1,2,,2,3/30/18 21:40,3/30/18 21:45,4,2,Tablet,1,57,3,5,1,12,4,1,1,16,AZ,4,8,1,1,1,1,3,2,0,0,0,0,2
5954,0.552638459,1,1,1,,,1,1,6,20180329,66046,1,1,20180329,66052,20180329,66035,1,3,20180329,66046,66025,20180329,4,20180329,66035,4,3,5,10,,3,1,2,,2,3/29/18 18:20,3/29/18 18:21,1,2,Smartphone,2,36,2,3,1,12,4,6,1,13,NE,2,4,1,1,1,1,4,2,0,0,0,0,2
5956,0.565922785,0,3,,,1,2,3,3,20180329,78627,0,4,20180329,78655,20180329,78561,0,4,20180329,78583,78583,20180329,4,20180329,78627,2,2,3,2,,7,2,,,4,3/29/18 21:48,3/29/18 21:51,3,2,Desktop,2,65,4,6,1,12,4,1,7,15,MN,2,4,1,1,1,1,2,2,0,0,0,0,1
5959,0.823662132,0,1,1,,,1,1,4,20180330,27233,0,2,20180330,27249,20180330,27207,0,2,20180330,27233,27249,20180330,4,20180330,27268,3,2,5,10,,1,1,1,,1,3/30/18 7:33,3/30/18 7:35,2,2,Desktop,1,65,4,6,1,11,3,3,1,11,FL,3,5,0,1,2,3,4,2,0,0,0,0,2
5960,1.778447083,1,1,1,,,1,1,2,20180330,42532,1,3,20180330,42546,20180330,42568,1,2,20180330,42587,42546,20180330,2,20180330,42568,4,3,3,12,,8,2,,,4,3/30/18 11:47,3/30/18 11:50,2,2,Desktop,2,58,3,5,2,9,2,3,1,6,IL,2,3,1,1,2,1,4,3,0,0,0,0,3
5963,0.295685696,1,1,2,,,1,2,3,20180403,86036,1,5,20180403,86112,20180403,85983,1,4,20180403,86005,86005,20180403,2,20180403,86036,4,2,4,9,,3,2,,,4,4/3/18 23:52,4/3/18 23:56,4,2,Smartphone,1,69,4,6,1,10,3,1,2,11,TX,3,7,0,1,1,1,4,2,0,0,0,0,2
5966,0.071406725,0,1,2,,,1,2,1,20180330,6398,0,1,20180330,6420,20180330,6420,0,2,20180330,6436,6436,20180330,3,20180330,6450,4,2,3,1,,4,3,,3,5,3/30/18 1:46,3/30/18 1:48,2,2,Smartphone,2,32,2,2,1,9,2,6,1,5,TX,3,7,1,0,2,3,4,5,0,1,2,0,2
5969,0.121128601,0,3,,,3,3,4,3,20180329,72106,0,3,20180329,72117,20180329,72074,0,2,20180329,72090,72090,20180329,3,20180329,72106,3,2,4,7,,1,2,,,4,3/29/18 20:01,3/29/18 20:02,1,2,Smartphone,1,39,2,3,1,11,3,6,4,11,MD,3,5,1,1,2,3,4,3,0,0,1,0,2
5974,0.167799185,0,1,2,,,1,2,5,20180331,38202,0,4,20180331,38228,20180331,38228,0,3,20180331,38241,38188,20180331,3,20180331,38202,2,2,3,12,,3,1,2,,2,3/31/18 10:36,3/31/18 10:38,2,2,Smartphone,1,33,2,2,2,10,3,5,1,10,IN,2,3,1,1,2,2,4,2,0,0,0,0,2
5981,0.880116168,0,1,2,,,1,2,2,20180401,46304,0,3,20180401,46315,20180401,46323,0,3,20180401,46337,46316,20180401,3,20180401,46323,3,2,3,1,,3,2,,,4,4/1/18 12:51,4/1/18 12:53,1,2,Smartphone,2,34,2,2,4,9,2,1,1,7,FL,3,5,1,1,2,2,4,4,0,1,1,0,2
5986,0.49022449,1,4,,,3,3,4,3,20180329,54057,1,3,20180329,54067,20180329,54035,1,3,20180329,54047,54047,20180329,2,20180329,54056,4,2,1,14,New Testament Judaism,5,2,,,4,3/29/18 15:00,3/29/18 15:01,1,2,Desktop,1,44,2,3,1,9,2,1,1,8,PA,1,2,0,1,2,4,4,3,0,0,0,0,3
5992,0.409383173,1,3,,,3,3,4,2,20180329,74971,1,3,20180329,74981,20180329,74987,1,3,20180329,74996,74981,20180329,2,20180329,74987,4,3,3,10,,1,2,,,4,3/29/18 20:49,3/29/18 20:50,1,2,Desktop,1,39,2,3,1,12,4,1,1,9,MI,2,3,1,1,1,1,4,3,1,0,0,0,2
5997,0.234784235,0,2,,2,,5,6,6,20180330,36704,0,3,20180330,36719,20180330,36684,0,4,20180330,36704,36649,20180330,3,20180330,36684,3,4,2,12,,3,3,,3,5,3/30/18 10:10,3/30/18 10:13,3,2,Desktop,1,60,4,5,1,10,3,3,2,8,NC,3,5,1,1,1,1,4,1,0,0,0,0,1
5999,2.315246372,1,1,2,,,1,2,2,20180329,80908,1,3,20180329,80915,20180329,80921,1,3,20180329,80928,80915,20180329,3,20180329,80921,3,2,3,2,,3,2,,,4,3/29/18 22:28,3/29/18 22:29,0,2,Smartphone,2,39,2,3,1,13,4,1,1,14,NY,1,2,1,1,1,1,4,4,0,0,2,0,2
6000,0.633089698,1,4,,,1,2,3,3,20180330,37866,1,2,20180330,37878,20180330,37842,1,3,20180330,37856,37856,20180330,3,20180330,37866,4,2,3,11,,1,2,,,4,3/30/18 10:30,3/30/18 10:31,1,2,Desktop,2,45,3,4,1,9,2,3,3,5,CO,4,8,1,1,2,1,4,2,0,0,0,0,2
